"Category","Severity","RelativePath","LineNumber","Evidence","Recommendation"
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\Phase2PilotReadinessEndpoints.cs","289","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\SchemaConfigurationEndpoints.cs","321","await using (var timeoutCommand = connection.CreateCommand())","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\SchemaConfigurationEndpoints.cs","333","await using (var command = connection.CreateCommand())","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\TwoStageImportEndpoints.cs","541","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\TwoStageImportEndpoints.cs","571","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Admin\TwoStageImportEndpoints.cs","583","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\AdvancedResultsEndpoints.cs","31","await using var rc = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\AdvancedResultsEndpoints.cs","108","await using var cmd = ds.CreateCommand(sql);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\KpiEvaluationEndpoints.cs","62","await using var cmd = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\KpiEvaluationEndpoints.cs","88","await using (var deact = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\KpiEvaluationEndpoints.cs","95","await using (var ins = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\KpiEvaluationEndpoints.cs","115","await using var cmd = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\MlFoundationEndpoints.cs","278","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\MlFoundationEndpoints.cs","317","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\MlLearningEndpoints.cs","245","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\Phase2InvestigationEndpoints.cs","149","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\Phase2InvestigationEndpoints.cs","199","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\Phase2InvestigationEndpoints.cs","294","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\ProvenanceGuardedAdvancedResultsEndpoints.cs","27","await using (var cmd = ds.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\ReadModelEndpoints.cs","65","await using var cmd = ds.CreateCommand(sql);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Analytics\SimpleAnalysisEndpoints.cs","108","await using var cmd = ds.CreateCommand(sql);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","45","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","85","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","131","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","183","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","226","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","284","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","299","NpgsqlCommand command,","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","33","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","103","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","167","await using var command = new NpgsqlCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","246","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","383","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","217","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","363","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","383","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","546","await using var command = new NpgsqlCommand(sql, connection);","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Endpoints\Reporting\CustomerDemoReportEndpoints.cs","150","await using var command = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","48","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","113","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","149","await using var deleteCodes = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","162","await using var codeCmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","234","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","280","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","342","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","403","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","500","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","567","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","586","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","636","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","671","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","697","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","726","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","800","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","150","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","206","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","315","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","364","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","410","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","467","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","496","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","529","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","582","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","642","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","695","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","774","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","853","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","68","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","200","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","301","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","480","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","515","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","554","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","618","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","677","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","798","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Hosting\ReadModelRefreshHostedService.cs","89","await using var cmd = dataSource.CreateCommand(","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","156","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","209","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","295","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","341","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","421","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","470","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","556","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","732","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","128","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","376","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","441","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","529","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","613","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","696","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","752","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","790","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","820","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","893","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","104","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","293","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","337","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","361","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","410","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","460","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","502","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","533","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","577","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","630","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","39","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","52","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","152","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","222","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","244","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","280","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\Security\AuthStore.cs","300","await using var cmd = _db.Database.GetDbConnection().CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","208","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","289","await using var audit = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","359","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","382","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","410","await using (var supersede = connection.CreateCommand())","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","426","await using (var cmd = connection.CreateCommand())","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","692","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","192","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","306","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","338","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
